A4A;Intitulé;Adresse;Nombre d'UC;Famille produit;Zone;Equipementier;R+H1:I9505ef équipementier;Machine;fournisseur;Ref Fournisseur;Stock minimum;Stock alerte;No lot;Date d'entrée
EMC_D54;BOITE DE TRANSPORT 200 MM SENSARRAY;BAT 41H03F4;2;pieces detachees;Litho;KLA TENCOR;*;AAA - COMMUN;SENSARRAY;ND;0;0;27/12/2010;  /  /    
EMC_D61;CABLE PUISSANCE JAUNE ASSY CA HEATER ;BAT 41O02D1;6;pieces detachees;TTH / Chimie;ASM;02-007356D01;VT300;;;0;1;04/04/2016;  /  /    
EMC_D62;CABLE PUISSANCE BLEU ASSY CA HEATER;BAT 41O02D1;7;pieces detachees;TTH / Chimie;ASM;02-007356D03;VT300;;;0;1;04/04/2016;  /  /    
EMC_D64;BRD ASSY SPEED LMTR SPC;BAT 41C04D1;2;pieces detachees;TTH / Chimie;SEMITOOL;16802-531;SEMI (TOUTE);;;0;1;31/03/2014;  /  /    
EMC_D65;SUPPORT DE PIPETTE;BAT 41J02C1;9;pieces detachees;Logistique;AAA - Non définie;;AAA - COMMUN;;;5;5;24/05/2017;  /  /    
EMC_D77;EDGE RING;BAT 41R08A1;2;pieces detachees;Gravure;LAM RESEARCH;716-331088-001;LAM 9400A;;;0;1;04/06/2013;  /  /    
EMC_D78;INSULATOR RING ESC;BAT 41R08B1;3;pieces detachees;Gravure;LAM RESEARCH;716-330915-001;LAM (Tous modèles);;;0;1;13/12/2012;  /  /    
EMC_D79;BALANCE METTLER TOLEDO  + AFFICHEUR;BAT 41F03B1;4;pieces detachees;Litho;METTLER;SPIDER 15;AAA - COMMUN;BIOBLOCK;SPIDER-1S-15S;0;0;21/03/2016;  /  /    
EMC_D83;PULLEY GAP DRIVE 25T 40DP SEN-EM 8200P;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;6040-0038-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_D85;STANDOFF NL523W0I-04;BAT 41O05B1;6;pieces detachees;IBS;AXCELIS;NL523W0I-04;NV8200;;;0;2;27/12/2010;  /  /    
EMC_D86;NUT;BAT 41O05D1;10;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;S82180;0;2;27/12/2010;  /  /    
EMC_D87;SANS;BAT 41O05D1;2;pieces detachees;IBS;AXCELIS;17048330;NV8200;;;0;1;27/12/2010;  /  /    
EMC_D88;WASHER;BAT 41O05D1;10;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;S81950;0;2;27/12/2010;  /  /    
EMC_D89;FILAMENT INSULATOR;BAT 41O05D1;4;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;E71266;0;2;27/12/2010;  /  /    
EMC_D93;POMPE DOSEUSE PNEUMATIQUE;BAT 41I02D2;1;pieces detachees;Litho;TEL;*;AAA - COMMUN;;;0;0;21/03/2016;  /  /    
EMC_D94;SERVO DRIVER OLYMPUS;BAT 41I02C1;1;pieces detachees;Litho;TEL;DBGP10DB13CEA;TEL MK8A;;;0;0;21/03/2016;  /  /    
EMC_D95;SERINGUE;BAT 41I01B1;14;pieces detachees;Litho;TEL;011-0016114-1;TEL MK8A;;;0;1;21/03/2016;  /  /    
EMC_D97;OVEN;BAT 41I02D2;1;pieces detachees;Litho;TEL;*;TEL MK8A;;;0;1;13/08/2014;  /  /    
EMC_D99;TUYAU DISPENSE MANUELLE;BAT 41I01F4;1;pieces detachees;Litho;TEL;*;TEL MK8A;;;0;1;27/12/2010;  /  /    
EMC_E01;GRAISSE;BAT 41P04P2;1;pieces detachees;Gravure;LAM RESEARCH;960-900383-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
EMC_E04;OUTILS DE DEMONTAGE ESC;BAT 41R06B3;1;pieces detachees;Gravure;LAM RESEARCH;713-020998-001;LAM VERSYS1;;;0;1;15/03/2016;  /  /    
EMC_E05;OUTIL;BAT 41R07B2;3;pieces detachees;Gravure;LAM RESEARCH;515-027216-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
EMC_E06;ROLLER ESC REMOVAL TOOL;BAT 41R06B3;4;pieces detachees;Gravure;LAM RESEARCH;713-020999-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
EMC_E100;BEARING CLAMP;BAT 41O01B3;2;pieces detachees;TTH / Chimie;EBARA;C-3121-275-0001;EBARA1;EBARA;C-3121-275-0001;0;0;20/01/2012;  /  /    
EMC_E101;SPONGE HOLDER;BAT 41O01B2;1;pieces detachees;TTH / Chimie;EBARA;C-3558-548-0001;EBARA1;EBARA;C-3558-548-0001;0;0;20/01/2012;  /  /    
EMC_E102;RETAINER ROLLER;BAT 41O01B2;2;pieces detachees;TTH / Chimie;EBARA;C-3806-031-0001;EBARA1;EBARA;C-3806-031-0001;0;0;01/09/2015;  /  /    
EMC_E105;ROLLER BEVEL M6;BAT 41O01B2;2;pieces detachees;TTH / Chimie;EBARA;C-4111-042-0001;EBARA1;EBARA;C-4111-042-0001;0;0;24/01/2012;  /  /    
EMC_E106;PIN PAD;BAT 41O01B2;1;pieces detachees;TTH / Chimie;EBARA;C-1300-000-2700;EBARA1;EBARA;C-1300-000-2700;0;0;24/01/2012;  /  /    
EMC_E107;SHAFT ROLLER;BAT 41O01B1;2;pieces detachees;TTH / Chimie;EBARA;C-1100-272-0001;EBARA1;EBARA;C-1100-272-0001;0;0;24/01/2012;  /  /    
EMC_E14;BEARING;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;LUP-18;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E19;BEARING LINEAR SELF;BAT 41O05D1;2;pieces detachees;IBS;AXCELIS;0474-0006-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E22;INSULATOR;BAT 41O05E1;3;pieces detachees;IBS;AXCELIS;7188-0210-0002;NV8200;;;0;2;27/12/2010;  /  /    
EMC_E31;INSULATOR BACK DOSE CUP;BAT 41O05E1;2;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;E75326;0;1;27/12/2010;  /  /    
EMC_E32;INSULATOR BEAM WIDTH;BAT 41O05E1;2;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;E75860;0;1;27/12/2010;  /  /    
EMC_E33;INSULATOR END DOSE CUP;BAT 41O05E1;4;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;E75328;0;2;27/12/2010;  /  /    
EMC_E34;INSULATOR SIDE DOSE CUP;BAT 41O05E1;4;pieces detachees;IBS;AXCELIS;*;NV8200;IBS;E75327;0;2;27/12/2010;  /  /    
EMC_E40;RGLTR 100 PSI 3/8 R119;BAT 41O05B1;1;pieces detachees;IBS;AXCELIS;3000023;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E46;"RING  EDGE 8"""" ES BOT CER""""";BAT 41R08B1;2;pieces detachees;Gravure;LAM RESEARCH;716-331089-001;LAM 9400A;;;0;1;05/02/2018;  /  /    
EMC_E47;"BAR BUSS E-SHOWER 8""""""""";BAT 41O05E1;1;pieces detachees;IBS;AXCELIS;0435-0161-0002;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E48;GROUND ELECTRODE;BAT 41O03A1;8;pieces detachees;IBS;AXCELIS;1550-0038-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E49;ELECTRODE EXTRACTION 40KV;BAT 41O03A1;4;pieces detachees;IBS;AXCELIS;1550-0036-0001;NV8200;;;0;2;27/12/2010;  /  /    
EMC_E50;FILAMENT ELECTRON SOURCEY MODULAR;BAT 41O05D1;3;pieces detachees;IBS;AXCELIS;1979-0011-0002;NV8200;;;0;6;27/12/2010;  /  /    
EMC_E52;BOUCHON POUR ARBRE CHUCK;BAT 41O03A1;1;pieces detachees;IBS;AXCELIS;5882-0078-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E53;"GROUND PLATE MOD SEN """"B"""" MANIPULATOR""""";BAT 41O03A1;3;pieces detachees;IBS;AXCELIS;5880-1230-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E54;PLUG GAS COOLING VALVE;BAT 41O03A1;1;pieces detachees;IBS;AXCELIS;5910-0045-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E56;WIRE STAINLESS STEEL POUR SHUTER;BAT 41O03A1;1;pieces detachees;IBS;AXCELIS;8530-9920-0002;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E57;NUT INSULATOR;BAT 41O03A1;12;pieces detachees;IBS;AXCELIS;LU-A-416;NV8200;;;0;2;27/12/2010;  /  /    
EMC_E58;ASSY FEED THRUBLOCK SEN-EM;BAT 41O03A1;3;pieces detachees;IBS;AXCELIS;11A0291;NV8200;;;0;1;27/12/2010;  /  /    
EMC_E60;SHLD CUP;BAT 41O03A1;3;pieces detachees;IBS;AXCELIS;1711261;NV8200;;;0;2;27/12/2010;  /  /    
EMC_E61;SHLD CUP;BAT 41O03A1;3;pieces detachees;IBS;AXCELIS;1711262;NV8200;;;0;2;27/12/2010;  /  /    
EMC_E63R;WAFER SUPPORT ASSY;BAT 41Z02G4;1;pieces detachees;Depot;AMAT;0020-20243;END 5500A;;;0;1;27/12/2010;  /  /    
EMC_E66;ASSY CA E87 CNTL KYBD;BAT 41Y01C1;1;pieces detachees;Depot;ASM;02-140644-03;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
EMC_E67;CABLE SWBOX;BAT 41Y01C1;1;pieces detachees;Depot;ASM;02-140646-04;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
EMC_E69;BOITE DE TRANSPORT PLAQUE SENSARRAY 300MM;BAT 41H03E1;1;pieces detachees;Litho;KLA TENCOR;421/PA14;AAA - COMMUN;SENSARRAY;ND;0;1;27/12/2010;  /  /    
EMC_E70;HOLDER AVEC PLAQUE 300MM;BAT 41F03D1;1;pieces detachees;Litho;KLA TENCOR;50-2135;AAA - COMMUN;SENSARRAY;50-2135;0;1;29/10/2013;  /  /    
EMC_E72;BOITE DE TRANSPORT PLAQUE SENSARRAY 200MM;BAT 41H03F4;2;pieces detachees;Litho;KLA TENCOR;*;AAA - COMMUN;SENSARRAY;ND;0;0;27/12/2010;  /  /    
EMC_E74;SHUTTER;BAT 41M01E1;2;pieces detachees;Metrologie;JORDAN VALLEY;AM221200-01;JVX 5200T1;;;0;0;27/12/2010;  /  /    
EMC_E88OC;SPINNER AVEC GAZSET;C4B;1;pieces detachees;Litho;SUSS MICROTEC;*;TP1100A;;;0;0;08/11/2017;  /  /    
EMC_E89;TUYEAU .250 ID ( UNITE DE SORTIE FEET);BAT 41Z06A1;1;pieces detachees;Depot;AMAT;3400-01011;P5000 (Tous modèles);;;0;0;27/12/2010;  /  /    
EMC_E92;PICOT D ARRET QUARTZ 20MM (H20);BAT 41A04F1;23;pieces detachees;TTH / Chimie;QUALIFLOW;;JIPELEC2;SEMCO;J5STP98;0;0;08/06/2015;  /  /    
EMC_E93;PICOT D ARRET QUARTZ 22 MM (H22);BAT 41A04F1;5;pieces detachees;TTH / Chimie;QUALIFLOW;;JIPELEC2;SEMCO;J5STP101;0;0;05/01/2017;  /  /    
EMC_E94;CONTACT ROTATIF;BAT 41C02C3;1;pieces detachees;TTH / Chimie;SEMITOOL;*;RAIDER (TOUTES);;;0;0;27/12/2010;  /  /    
EMC_E97;CAMERA SONY 3CCD COLOR VIDEO;BAT 41M02D1;1;pieces detachees;Metrologie;KLA TENCOR;*;KLA AIT XP1;SONY;DXC-990;0;0;27/12/2010;  /  /    
EMC_E98;FILTRE UV;BAT 41Q07E1;3;pieces detachees;Gravure;AMAT;0021-10591;P5000E;;;0;0;12/12/2011;  /  /    
EMC_E99;FILTRE UV;BAT 41Q07E1;1;pieces detachees;Gravure;AMAT;0020-13342;P5000E;;;0;0;12/12/2011;  /  /    
EMC_F04R;TAP MATCHING LAM 9400A / LAM 9400B;BAT 41R05F1;1;pieces detachees;Gravure;LAM RESEARCH;853-032294-002;LAM 9400A;;;0;0;14/06/2018;  /  /    
EMC_F100;CONTROLEUR MOTEUR (pacific scientific);BAT 41C03D4;1;pieces detachees;TTH / Chimie;AMAT;CUE953-005;SEMI (TOUTE);;;1;1;19/08/2014;  /  /    
EMC_F12;Monitor noir & blanc BNC Philips ;BAT 41M03B1;1;pieces detachees;Metrologie;ELEXIENCE;;H4160;;;0;0;17/12/2014;  /  /    
EMC_F13;MIRROIR FROID 45°;BAT 41H01E2;2;pieces detachees;Litho;SUSS MICROTEC;G166798;MA8A;;;0;0;15/12/2011;  /  /    
EMC_F16OC;MIRROIR FRONTAL;BAT 41H01E4;3;pieces detachees;Litho;SUSS MICROTEC;G130599;MA8A;;;0;0;15/12/2011;  /  /    
EMC_F19;HOT CATHODE;BAT 41Q00F1;1;pieces detachees;Gravure;AMAT;0040-41924-004;CENT 5200B;;;0;0;10/03/2016;  /  /    
EMC_F20;ASSY WAFER LIFT PIN;BAT 41Q00B2;3;pieces detachees;Gravure;AMAT;0010-39650;CENT 5200B;;;0;0;28/09/2018;  /  /    
EMC_F21;WELDMENT BELLOWS WAFER LIFT;BAT 41Q00E2;1;pieces detachees;Gravure;AMAT;0040-32053;CENT 5200B;;;0;0;27/12/2010;  /  /    
EMC_F23;CYLINDRE COMPACT;BAT 41Q00D1;4;pieces detachees;Gravure;AMAT;3020-01124;CENT 5200B;;;0;0;27/12/2010;  /  /    
EMC_F26;"SABOT BLADE / CAP 8"""" BLADE FROG LEG""""";BAT 41Z05C1;2;pieces detachees;Depot;AMAT;0020-20356;END 5500 (Tous modèles);;;0;0;27/12/2010;  /  /    
EMC_F28N;SHIELD PRECLEAN 2;BAT 41Z05F1;2;pieces detachees;Depot;AMAT;0020-26588;END 5500 (Tous modèles);;;0;0;26/01/2012;  /  /    
EMC_F29;HOUSING BUSHING CATHODE;BAT 41Q00E2;1;pieces detachees;Gravure;AMAT;0020-33773;CENT 5200 (Tous modèles);;;0;0;27/12/2010;  /  /    
EMC_F30;GOMME A VIDE;BAT 41M03C1;6;pieces detachees;Metrologie;ELEXIENCE;*;H4160;;;0;1;27/12/2010;  /  /    
EMC_F31;LAMP DRIVER DONNE TEMP.;BAT 41Q00A1;1;pieces detachees;Gravure;AMAT;0190-35302;CENT 5200B;;;0;0;27/12/2010;  /  /    
EMC_F32;CAPACITOR SLIMLINE 65-850 PF;BAT 41R02B1;2;pieces detachees;Gravure;STS;510400;STS HRM1;COMET;CVXC-850HC-7;0;1;27/12/2010;  /  /    
EMC_F33;CAPACITOR SLIMLINE 500PF;BAT 41R02B1;3;pieces detachees;Gravure;STS;510401;STS HRM1;COMET;CVXC-550HC/11C11;0;2;27/12/2010;  /  /    
EMC_F36;ECRAN MITSUBISHI;BAT 41M03G1;1;pieces detachees;Metrologie;ALSYS;*;ALARM;;;0;0;23/01/2014;  /  /    
EMC_F40;ECRAN SONY TRINITRON (TOUT MODELE);BAT 41M03G2;1;pieces detachees;Metrologie;AAA - Non définie;*;AAA - COMMUN;;;0;0;27/12/2010;  /  /    
EMC_F42;BOL COATER 300MM;BAT 41H03G1;3;pieces detachees;Litho;DNS;*;DNS RF3A;;;0;2;27/12/2010;  /  /    
EMC_F44;FILTRE COMBINE F65;BAT 41J01A1;1;pieces detachees;Litho;WAFERLASE;141200030;WAFERLASE1;ROFIN;141200030;0;0;03/10/2014;  /  /    
EMC_F45;CONTROLEUR D'EXTRACTION;BAT 41C01B3;1;pieces detachees;TTH / Chimie;SEZ;2013555-00;SEZ(TOUTE);;;0;1;18/06/2013;  /  /    
EMC_F55;TUYAU VIDE;BAT 41M01E3;2;pieces detachees;Metrologie;JORDAN VALLEY;WD00088-00;JVX 5200T1;;;0;0;27/12/2010;  /  /    
EMC_F57R;POMPE MARCH MODEL AC-5C-MD;BAT 41S08D1;1;pieces detachees;Gravure;TRYMAX (MATRIX);1-0020-43;MATRIX 200A;;;0;0;12/12/2011;  /  /    
EMC_F58R;GENERATEUR ADVANCED ENERGY MDX-L12M-650;D2B;1;pieces detachees;Depot;AMAT;0190-21110;END 5500 (Tous modèles);ADVANCED;3152313-002B;0;0;22/02/2018;  /  /    
EMC_F62;BLOCKER PLATE CHBRE A;BAT 41Z03E4;1;pieces detachees;Depot;AMAT;0021-18725;PRODUCER SE1;;;0;1;27/12/2010;  /  /    
EMC_F63;ANNEAU TEFLON;BAT 41M01E1;15;pieces detachees;Metrologie;JORDAN VALLEY;*;JVX 5200T1;;;0;0;27/12/2010;  /  /    
EMC_F64;AXE POUR ANNEAUX TEFLON;BAT 41M01E1;4;pieces detachees;Metrologie;JORDAN VALLEY;*;JVX 5200T1;;;0;0;27/12/2010;  /  /    
EMC_F66;PORTE FILTRE INOX SOLVANT;BAT 41I02D3;1;pieces detachees;Litho;TEL;F16M095A28;TEL MK8C;;;0;0;27/12/2010;  /  /    
EMC_F67;PORTE FILTRE INOX SOLVANT;BAT 41I02D3;1;pieces detachees;Litho;TEL;F16M995A367;TEL MK8C;;;0;0;27/12/2010;  /  /    
EMC_F69;PORTE FILTRE PTFE / RESINE;BAT 41I02D3;3;pieces detachees;Litho;TEL;PHF22GPS4H21;TEL MK8C;;;0;0;27/12/2010;  /  /    
EMC_F70;HEATER LAMP DRIVER;BAT 41Z01C1;3;pieces detachees;Depot;AMAT;0015-09091;P5000 (Tous modèles);;;0;0;28/11/2016;  /  /    
EMC_F73;"MONITEUR VGA MONOCHROME 10""""""""";BAT 41M03D1;6;pieces detachees;Metrologie;AAA - Non définie;*;AAA - COMMUN;;;0;0;30/07/2013;  /  /    
EMC_F74OC;SIDE COIL ;BAT 41Z01F1;1;pieces detachees;Depot;AMAT;0040-86343;CENT 5200F;;;0;0;27/12/2010;  /  /    
EMC_G05;CONTROLEUR POMPE IONIQUE;BAT 41M02A3;1;pieces detachees;Metrologie;AMAT;*;VERASEM1;VARIAN;929-6004S001;0;0;27/01/2014;  /  /    
EMC_G06W;MAGNET CH 2 TiN;BAT 41T02B1;1;pieces detachees;Depot;AMAT;0010-21940;END 5500A;;;0;0;18/05/2017;  /  /    
EMC_G12W;COVER INSULATOR SOURCE 13 pouces;BAT 41Z06A1;1;pieces detachees;Depot;AMAT;0020-20171;END 5500 (Tous modèles);;;0;0;27/12/2010;  /  /    
EMC_G14;FILTRE ABSOLUS POUR CAUTER;BAT 41I01A1;3;pieces detachees;Litho;TEGAL;CT024-015260-1;TEL MK8A;ABSOLUTE;2T-110-STB42;0;2;27/12/2010;  /  /    
EMC_G17;TUBE;BAT 41O04A1;3;pieces detachees;IBS;AXCELIS;LU-A-107;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G22;SPRING;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;7213-0046-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G23;TUBE;BAT 41O04A1;4;pieces detachees;IBS;AXCELIS;LUP-168;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G25;VIEWPORT O-RING CARRIER;BAT 41Q09B1;4;pieces detachees;Gravure;STS;DT313450.02;STS HRM1;INNODYS;ND;0;2;23/10/2014;  /  /    
EMC_G26;MODIFIED O-RING CARRIER;BAT 41R02C2;8;pieces detachees;Gravure;STS;1,11E+06;STS HRM1;INNODYS;ND;0;0;27/12/2010;  /  /    
EMC_G28;CABLE TURBO TO TURBO CONTROLLER 10M;BAT 41Z07A1;3;pieces detachees;Depot;AMAT;*;END 5500 (Tous modèles);OERLIKON;8576702M;0;0;27/12/2010;  /  /    
EMC_G29N;CANISTER VIDE NETTOYE TESTE;BAT 41Z01A3;1;pieces detachees;Depot;AMAT;ADCS;CENT 5200 (Tous modèles);;;0;0;27/12/2010;  /  /    
EMC_G30;SWIVEL RELEASE SCE NV20A;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;17038560;NV8200;;;0;2;27/12/2010;  /  /    
EMC_G31;AMP SERVO BRUSH INVER;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;0261-0011-0002;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G32;CPLR 1/4 H2-62 PARKER;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;3400766;NV8200;;;0;2;27/12/2010;  /  /    
EMC_G33;NIP 1/4 H2-63 PARKER;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;3400767;NV8200;;;0;2;27/12/2010;  /  /    
EMC_G34;ELB ST 45D 1/8 NPT;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;3401279;NV8200;;;0;2;27/12/2010;  /  /    
EMC_G35;SWITCH KEY ON/OFF ACE;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;6500546;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G36;GASKET ADAPTER INDIUM MOD;BAT 41O04A1;12;pieces detachees;IBS;AXCELIS;2326-0048-0001;NV8200;;;0;2;27/12/2010;  /  /    
EMC_G37;HEAT PATH 15.5 DIAM .020 THK POUR DOME HDP;BAT 41Z01F1;3;pieces detachees;Depot;AMAT;0020-26372;CENT 5200F;;;0;2;27/12/2010;  /  /    
EMC_G40;CONTROLLEUR TURBO TD20 LEYBOLD;BAT 41Z05A1;1;pieces detachees;Depot;AMAT;*;AMAT (TOUTES);LEYBOLD;800075V0005;0;0;22/11/2012;  /  /    
EMC_G43OC;ANCIEN PLATEN CHBRE C;BAT 41Y04F2;1;pieces detachees;Depot;TRIKON;705085;SIGMA1;AVIZA;705085;0;0;27/12/2010;  /  /    
EMC_G47;C/A FILAMENT FILTER TO SOURCE;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;1621400;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G48;C/A FILAMENT FILTER TO SOURCE;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;1621413;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G50;FEEDTHROUGH ASSEMBLY;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;1952-0048-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G52OC;TUBING POLY-FLOW 1/2;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;7641-0001-0008;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G53;FIITING ADAPTER PFA;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;5851-0036-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G54;ADAPTER;BAT 41O04A1;1;pieces detachees;IBS;AXCELIS;5875-0004-0001;NV8200;;;0;1;27/12/2010;  /  /    
EMC_G55;CAPTEUR MOD PRESSURE SWITCH 0.3 BAR;BAT 41B03E1;2;pieces detachees;TTH / Chimie;ASM;2595605-02;VT412A;;;0;0;17/03/2016;  /  /    
EMC_G56;CAPTEUR MOD PRESSURE SWITCH 1 BAR;BAT 41B03E1;1;pieces detachees;TTH / Chimie;ASM;2595605-01;VT412A;;;0;0;17/03/2016;  /  /    
EMC_G58;SHORT FUNNEL;BAT 41S07C1;3;pieces detachees;Gravure;STS;DT320174.01;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G59;LONG FUNNEL;BAT 41S07C1;1;pieces detachees;Gravure;STS;DT318337.03;STS VPX1;;;0;0;16/03/2012;  /  /    
EMC_G60;INNER WINDOW CLAMP;BAT 41S07D1;1;pieces detachees;Gravure;STS;DT322663.03;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G61;INNER CLAMP RING;BAT 41S07C1;2;pieces detachees;Gravure;STS;DT322662.04;STS VPX1;;;0;0;23/02/2016;  /  /    
EMC_G62;BAFFLE LONG;BAT 41S07B1;4;pieces detachees;Gravure;STS;DT320176.01;STS VPX1;;;0;0;07/11/2014;  /  /    
EMC_G63;BAFFLE SHORT;BAT 41S07C1;3;pieces detachees;Gravure;STS;DT320175.01;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G64;LOWER PLENUM PLATE;BAT 41S07C1;1;pieces detachees;Gravure;STS;DT320907.03;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G65;OUTER CLAMP RING;BAT 41S07C1;1;pieces detachees;Gravure;STS;DT320908.01;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G66;PLATEN SHIELD;BAT 41S07E1;0;pieces detachees;Gravure;STS;DT319631.04;STS VPX1;;;0;0;10/12/2018;  /  /    
EMC_G67;O-RING + CARRIER DN 250;BAT 41S07C1;8;pieces detachees;Gravure;STS;206971;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G68;HUBLOTS DN 40;BAT 41S07D1;6;pieces detachees;Gravure;STS;1,11E+07;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G69;INNER WINDOW SAPHIRE;BAT 41S07D1;4;pieces detachees;Gravure;STS;DT321825.01;STS VPX1;;;0;0;06/11/2014;  /  /    
EMC_G70;BOUCHONS DN 10;BAT 41P01J4;8;pieces detachees;Gravure;STS;216133;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G72;RADIAL BEARING;BAT 41S07D1;16;pieces detachees;Gravure;STS;246187;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G73;M8 DRIVE DOG PLATE;BAT 41S07D1;4;pieces detachees;Gravure;STS;DT313513.02;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G74;O-RING + CARRIER NW40;BAT 41P01J4;8;pieces detachees;Gravure;STS;212132;STS VPX1;;;0;0;14/12/2011;  /  /    
EMC_G76R;FOUR DE TORCHE H2;BAT 41A03F2;1;pieces detachees;TTH / Chimie;TEL;*;TEL ALPHA (Tous modèles);;;0;1;27/12/2010;  /  /    
EMC_G82;BLADE FOR WS 3000 (  PALETTE ROBOT );BAT 41M01F4;1;pieces detachees;Metrologie;EURIS;NAP-WS3000BLA;WS 3000A;;;0;0;20/01/2014;  /  /    
EMC_G83;PUSH PLATE POUR WS3000 ( CENTREUR DE PLAQUE );BAT 41M01F4;1;pieces detachees;Metrologie;EURIS;NAP-WS3000PP;WS 3000A;;;0;0;10/10/2018;  /  /    
EMC_G85;CENTERING PLATE (SPRING );BAT 41M01F4;1;pieces detachees;Metrologie;EURIS;C.P;WS 3000A;;;0;0;20/01/2014;  /  /    
EMC_G88;FILTRE CHIMIE;BAT 41D04B1;2;pieces detachees;TTH / Chimie;SEMITOOL;*;SEMI (TOUTE);PALL;MRF1UFT25EH1K3;0;1;15/02/2017;  /  /    
EMC_G89;PIN POUR GRIPPER;BAT 41C01B4;11;pieces detachees;TTH / Chimie;SEZ;2025062-00;SEZ(TOUTE);;;0;6;11/05/2016;  /  /    
EMC_G90;ANNEAU DE PROTECTION VANNE VAT;BAT 41Y02C3;6;pieces detachees;Depot;AMAT;*;CENT 5200C;VAT;75424-01;0;1;09/10/2013;  /  /    
EMC_G91;CLAPET COMPLET VANNE VAT;BAT 41Y02C3;6;pieces detachees;Depot;AMAT;*;CENT 5200C;VAT;78945-R1;0;1;09/10/2013;  /  /    
EMC_G92;SYSTÈME DE RETENU VANNE VAT;BAT 41Y02C3;6;pieces detachees;Depot;AMAT;*;CENT 5200C;VAT;75425.01;0;1;09/10/2013;  /  /    
EMC_G93;JOINT METALLIQUE POUR VANNE VAT;BAT 41Y02C3;6;pieces detachees;Depot;AMAT;*;CENT 5200C;VAT;65209.01;0;1;09/10/2013;  /  /    
EMC_G94W;CONTROLLEUR TURBO STPH600/1000 LAM 9600A / LA;BAT 41Q08B1;1;pieces detachees;Gravure;LAM RESEARCH;*;LAM 9600A;EDWARDS;B71001921XS;0;1;25/09/2017;  /  /    
EMC_G95;TUBE POLYAMIDE SEMI-RIGIDE (6 mm EXTE / 4 mm;BAT 41E06B2;1;pieces detachees;TTH / Chimie;AAA - Non définie;*;CHIMIE;PARKER;1025P06-04;0;1;28/08/2018;  /  /    
EMC_G98;TUBE POLYAMIDE SEMI-RIGIDE ( 6 mm EXTE / 4 mm;BAT 41E06B3;1;pieces detachees;TTH / Chimie;AAA - Non définie;*;CHIMIE;PARKER;1025P06-05;0;1;28/08/2018;  /  /    
